"","plot_year","ACHMIL","ACMAME","ACMBRA","ACMWRA","AESCAL","AGOGRA","AIRCAR","ALLGIL","AMSMEN","LYSARV","ANTVEX","APHOCC","APIANG","ASCSOL","ASTER","ASTGAM","ATHPUS","AVEBAR","BRADIS","BRODIA","BRODIEA","BROHOR","BROMAD","CALAMA","CALBRE","CALMEN","CALPUR","CALSPL","CAMINT","CAMPANULACEAE","CAROLI","CARPYC","CASAFF","CASATT","CAULAS","CENMEL","CERGLO","CHLPOM","CIRSIUM","CLACON","CLAGRA","CLAPAR","CLAPUR","CLARKIA","CLAUNG","CLELAS","COLGRA","COLHET","COLLINSIA","COLSPA","CRACON","CROSCO","CRYPTANTHA","CYNGRA","DAUPUS","DESDAN","DICFOR","DICVOL","DIPCAP","EMMPEN","EPIBRA","EPIMIN","ERICAL","ERIDAS","ERILAN","ERINUD","EROBOT","EROCIC","EROMOS","ESCCAE","FESBRO","FESMIC","FESMYU","FESOCT","FESTUCA","GALAPA","GALMUR","GALPAR","GALPOR","GASPHL","GERDIS","GERMOL","GILCAP","GITSPE","GRASS_UNK","HELCAL","HESMIC","HYPGLA","KOEMAC","LACSER","LATVES","LEPBIC","LOGFIL","LOGGAL","LOMCAL","LOMUTR","LUPNAN","LUPSUC","MADELE","MADGRA","MADIA","MADSAT","MARFAB","MARWAT","MEDPOL","MELICA","MELIMP","MELTOR","MICCAL","MONVIL","NEMHET","NEMMEN","PELAND","PELMUC","PENTRI","PHADIS","PHAIMB","PHALARIS","PIPERIA","PLAERE","PLECTRITIS","POASEC","PRIHEN","RAFCAL","RANHEB","RIBMAL","SALCOL","SANBIP","SANCRA","SCRCAL","SENVUL","SILANT","SILGAL","SILMAR","SOLXAN","SONASP","SONOLE","STAALB","STARIG","STEMED","STILEP","STIPUL","STRGLA","SYMALB","SYMMOL","THYCUR","TORARV","TORNOD","TOXFRE","TRIBIF","TRICIL","TRIFOLIUM","TRIHIR","TRILAX","TRIMIC","TRIMIC2","TRIWIL","unknown_forb","UROLIN","WYEANG","YABMIC","ACMGLA","ADFA","MIMAUR","LEPCAL","HEAR","TOXDIV","QUWI","FRADIP","CEACUN","QUEBER","CEAOLI","ARCMAN","HOLDIS","CERBET","RHAILI"
"11","BOB009_2022",0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,55.05,0,0,0,0,77,0,0,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.55,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,5.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","BOB009_2021",0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8,0,0.4,0,0,0,0,0,0,0,0,0,0,25.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,3.1,0,0,14,0,0,0,0,146,0,0,0,0,11.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,3.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,1.1,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","BOB010_2022",0,0,66,0,0,0,0,0,0.1,0,0,0,0,0,3,0,0,13.05,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,37,0,0.05,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","BOB010_2021",0,0,10,0,0,0,0,0.8,0,0,0,0,0,0,0,0.1,0,13,1.4,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.5,0.7,0,0,13,0,0,0,0,122,0,0,0,0,1.5,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.1,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","BOB011_2022",0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,50,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0,11,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","BOB011_2021",0,0,7.5,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,107,0,2,0,0,26.4,0,0.5,0,0,0,0,0,0,0,0,0,0,15,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,33.5,0.3,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","BOB016_2022",0,0,0.5,0.8,0,0,0,0,8,0,0,0,0,0,0,0,0,40.2,0,0,0,0,53,0,0,0,0,0,0,0,0,4.5,0,0,0,11.5,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,42.5,0,0,0,0,3.2,0,0,0,0,270,0,0,0,0,0,15,0,0,0.7,0,0,0,0,0,31,0,0,0,0,0,0.2,0,0,0,0,0,1.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,4,0,0,0,0,3,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,74,0,5,0,0,0,0,0,0,0,0,0
"18","COL013_2022",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,7,119,0,0,0,14,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.1,0,0,44,0,0,0,0,62,0,60.1,0,0,110,0,0,0,0,0,0,0,0,0,25.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0.1,30,10,0,30,0,0,0,0,0,0,0,0,0,0
"19","COL013_2021",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,5,22,0,0,0,0.5,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,19,0,0,0,0,32,0,70,0,0,0,0,0,0,0,0,0,0.5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","QUA002_2022",0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,7.1,0,0,0,140.5,0,0,0,0,38,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,39,0,0,0,0,55,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,53,0,12,0,0,0,0,0,0,0,0,0,0,0
"21","QUA003_2022",0,0,1,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,80.1,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.2,0.2,0,0,0,0,0,0,59,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","QUA005_2022",0,0,0.2,0.3,0,0,0,0,0,0.4,2,0,10.4,0,0,0,0,55.3,0,0,0,0,0.5,0,36,0,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,101,0,0,40,0,0,0,0,36,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0.3,0,0,0,0,0,0,0,0,0
"23","QUA006_2022",0,0,5,0,0,0,0,0,0,1.3,0.1,0,3,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,210,0,0,0,0,0,0,0,40,0,5.5,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10.1,0,4,0,4.5,0,0,0,0,0,0,0,0,0
"24","QUA008_2021",0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","BOB001_2021",0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,17.5,0,0,0,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,31,0,0,0,0.2,71,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.1,0,0,5.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","BOB002_2022",0,0,0,0.05,0,0,0,0.3,0,0,0,0,0,0,0,0,0,310,0,0,0,0,7,0,0,0.05,0,0,0,0,0,6.05,0,0,0,14.05,0,38.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,4,0,0,0,0,136,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.6,0,0.05,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"27","BOB002_2021",0,0,0,2,0,0,0,1.5,0,0,0,0,0,0,0,0.9,0,79,0,0,0,0.2,9,0,4.6,0,0,0,0,0,0,12,0,0,0,25.5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,3,0,0,0,0,82,0.1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","BOB006_2021",0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,5.5,0,16,0,0,0,0.3,6.7,0,0.6,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0,133,0.3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","BOB008_2022",0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,34,0,0,65,0,0,0,0,122,1,0,0,3.5,0,0,0,0.1,11.5,0,0,0,3,0,0,0,0,0,3.5,0,0,0,30,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0.1,0,69,2.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,85,0,4,0,8,0,0,0,0,0,0,0
"30","BOB012_2021",0,0,0,28,0,0.1,0,0.3,0,0,2.5,0,0.5,0,0,0,0,132,0.4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,36.9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,34,0,0,0,0,17.5,0,7.5,0,0,16.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,1.5,0,2.5,1,0,0,0,0,0,0,0,0.1,26,0,0,0,0,0,0,0,0,0,0,0,0,0
