"","PlotID","year","NATIVE_SIMPSON","NONNATIVE_SIMPSON","prop.nativeshan","Site","num_burn","burned","X_1","notes","preFireName","preFireYear","crrnFRI","mdnRFRI","mnPFRID","mCC_FRI","PFR","NOTES_1","ppt","tmean","elevation","elev_units","elevation.1","slope","aspect_degrees","northsouth","eastwest","hli","Distance_km","Geology","def","TSLF","TSLF_bin","aspect_name","cool_warm_slope"
"12","BOB006","2022",0.666629072723272,0.305100574172075,0.686023190558337,"Bobcat",5,"Yes","10S","warm","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,710.240051269531,16.730001449585,325,"meters",325,9.61079365968812,183.459673194792,0.317884144816094,0.948129564181257,0.83246068013413,32,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","south","warm"
"13","BOB007","2021",0.7239500042084,0.620220445888456,0.53858497198494,"Bobcat",3,"Yes","10S","cool slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,298,"meters",298,21.4867742964113,33.0377075095509,-0.0509625611895492,0.998700564412077,0.469349768606628,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","northeast","cool"
"14","BOB007","2022",0.653752629884606,0.727977685867972,0.473140541559683,"Bobcat",3,"Yes","10S","cool slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,298,"meters",298,21.4867742964113,33.0377075095509,-0.0509625611895492,0.998700564412077,0.469349768606628,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","northeast","cool"
"15","BOB008","2021",0.865300240379005,0.620996647011215,0.582185327655756,"Bobcat",3,"Yes","10S","cool slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,328,"meters",328,30.1690148216025,14.2483918176812,-0.110995691674733,0.993820887499175,0.440777247307084,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","north","cool"
"16","BOB008","2022",0.767482600364405,0.750020952814262,0.505753412409996,"Bobcat",3,"Yes","10S","cool slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,328,"meters",328,30.1690148216025,14.2483918176812,-0.110995691674733,0.993820887499175,0.440777247307084,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","north","cool"
"17","BOB009","2021",0.589912501846818,0.516030752282894,0.533402143052115,"Bobcat",3,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,442,"meters",442,15.4878593097804,158.355353810926,0.290811796382169,0.956780277328591,0.849216221283273,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","south","warm"
"18","BOB009","2022",0.600514184480592,0.696435934633546,0.463020262406672,"Bobcat",3,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,442,"meters",442,15.4878593097804,158.355353810926,0.290811796382169,0.956780277328591,0.849216221283273,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","south","warm"
"19","BOB010","2021",0.751390328965972,0.493988842933986,0.603342617188343,"Bobcat",3,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,431,"meters",431,10.9988697718671,92.3733707293077,-0.298969473163159,-0.954262675638392,0.662529460950479,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"20","BOB010","2022",0.661018546287055,0.652782120402921,0.503134579732284,"Bobcat",3,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,431,"meters",431,10.9988697718671,92.3733707293077,-0.298969473163159,-0.954262675638392,0.662529460950479,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"21","BOB011","2021",0.650109157918147,0.611905210272481,0.515136098529702,"Bobcat",4,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,453,"meters",453,12.9513959099234,102.121697184552,-0.0199346223470106,0.999801285672249,0.677212706255242,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"22","BOB011","2022",0.699106108717628,0.592194640951079,0.541396811623465,"Bobcat",4,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,453,"meters",453,12.9513959099234,102.121697184552,-0.0199346223470106,0.999801285672249,0.677212706255242,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"23","BOB012","2021",0.79811347840549,0.658046851638259,0.548094507135428,"Bobcat",4,"Yes","10S","warm slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,404,"meters",404,17.1334571589362,95.9945401545675,-0.175057549611483,0.984558202608674,0.631649018487292,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"24","BOB012","2022",0.740993573900148,0.743210017147657,0.499253322367337,"Bobcat",4,"Yes","10S","warm slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,404,"meters",404,17.1334571589362,95.9945401545675,-0.175057549611483,0.984558202608674,0.631649018487292,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"25","BOB013","2021",0.837788742461323,0.384186331071763,0.685602153928583,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,267,"meters",267,28.8480921587771,105.248509097373,0.00515517928033086,-0.999986711975008,0.592366480719159,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"26","BOB013","2022",0.888279594353516,0.568300773519467,0.609839054504527,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,267,"meters",267,28.8480921587771,105.248509097373,0.00515517928033086,-0.999986711975008,0.592366480719159,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"27","BOB014","2021",0.804794201411095,0.477779652895229,0.627483710750026,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,430,"meters",430,20.7184803474194,91.219316632048,-0.993607659952329,-0.112888520603547,0.586582156793849,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"28","BOB014","2022",0.802948733569356,0.606822815447524,0.56955946807786,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,430,"meters",430,20.7184803474194,91.219316632048,-0.993607659952329,-0.112888520603547,0.586582156793849,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"29","BOB015","2021",0.673547055553231,0.486752576156571,0.580494069933213,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,272,"meters",272,25.193571363178,91.9609667275196,-0.656384670399798,-0.754426381076476,0.553401811982383,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"30","BOB015","2022",0.429484967048051,0.559714261447742,0.434174385377493,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,272,"meters",272,25.193571363178,91.9609667275196,-0.656384670399798,-0.754426381076476,0.553401811982383,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"31","BOB016","2021",0.798701961838216,0.546780002553728,0.593617739201111,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,279,"meters",279,26.7541398036559,72.3414749090809,-0.996402916881021,-0.0847421219405873,0.460294112000001,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"32","BOB016","2022",0.696877425754852,0.544713388541833,0.561277852357185,"Bobcat",4,"Yes","10S","cool slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,279,"meters",279,26.7541398036559,72.3414749090809,-0.996402916881021,-0.0847421219405873,0.460294112000001,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"33","BOB017","2021",0.307858350440768,0.799251918043918,0.278073791928727,"Bobcat",4,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,321,"meters",321,31.9374888510911,117.699173416243,-0.110326046759474,-0.993895448931338,0.646602477252121,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","southeast","warm"
"34","BOB017","2022",0.401365381755777,0.789802580664872,0.336951122275096,"Bobcat",4,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,321,"meters",321,31.9374888510911,117.699173416243,-0.110326046759474,-0.993895448931338,0.646602477252121,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","southeast","warm"
"35","BOB018","2021",0.721328051963094,0.777562197889714,0.481241406456496,"Bobcat",3,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,395,"meters",395,27.667718491143,83.8310520056313,-0.54705886803169,0.837094137422958,0.496425429893014,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"36","BOB018","2022",0.432141319938944,0.592962340841405,0.42155865447791,"Bobcat",3,"Yes","10S","warm slope","county",2018,19,59,-65.76,-2,"chaparral and serotinous conifer",NA,768.092041015625,15.9800004959106,395,"meters",395,27.667718491143,83.8310520056313,-0.54705886803169,0.837094137422958,0.496425429893014,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"37","BOB019","2021",0.591294892462269,0.587211538308519,0.501732427608002,"Bobcat",5,"Yes","10S","cool slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,710.240051269531,16.730001449585,314,"meters",314,29.3213220985777,60.8417512578698,-0.407126202749859,-0.913371914958239,0.39879651186683,32,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","northeast","cool"
"38","BOB019","2022",0.416729451235205,0.680141321463523,0.379925750241196,"Bobcat",5,"Yes","10S","cool slope","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,710.240051269531,16.730001449585,314,"meters",314,29.3213220985777,60.8417512578698,-0.407126202749859,-0.913371914958239,0.39879651186683,32,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","northeast","cool"
"39","CCC001","2021",0.702897546802174,0.584176085663296,0.546120695096309,"CacheCreek",1,"Yes","10S","cool slope",NA,1950,56,13,48.67,2,"oak woodland",NA,667.350036621094,16.2100009918213,320,"meters",320,21.5531707749101,12.0100158552694,0.84918577932074,-0.528094226629517,0.52985652233505,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","north","cool"
"40","CCC001","2022",0.79003577018662,0.768421254663539,0.506934588242868,"CacheCreek",1,"Yes","10S","cool slope",NA,1950,56,13,48.67,2,"oak woodland",NA,667.350036621094,16.2100009918213,320,"meters",320,21.5531707749101,12.0100158552694,0.84918577932074,-0.528094226629517,0.52985652233505,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","north","cool"
"41","CCC002","2021",0.635123715521903,0.194674012855831,0.765395823345502,"CacheCreek",1,"Yes","10S","cool slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,513,"meters",513,30.1549023598705,355.944272923657,-0.586307597961464,-0.810088514035755,0.52252646269734,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","north","cool"
"42","CCC002","2022",0.77712936610166,0.222251138726372,0.777611092419082,"CacheCreek",1,"Yes","10S","cool slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,513,"meters",513,30.1549023598705,355.944272923657,-0.586307597961464,-0.810088514035755,0.52252646269734,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","north","cool"
"43","CCC003","2021",0.447926998611387,0,1,"CacheCreek",1,"Yes","10S","warm slope",NA,1950,56,13,48.67,2,"oak woodland",NA,684.7080078125,16.3200016021729,426,"meters",426,21.1531144565962,259.209926808182,-0.0285290156222536,0.999592964794983,0.938585912308628,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","west","warm"
"44","CCC003","2022",0.853476609124297,0.627282930313233,0.576377586227465,"CacheCreek",1,"Yes","10S","warm slope",NA,1950,56,13,48.67,2,"oak woodland",NA,684.7080078125,16.3200016021729,426,"meters",426,21.1531144565962,259.209926808182,-0.0285290156222536,0.999592964794983,0.938585912308628,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","west","warm"
"45","CCC004","2021",0.829189360317525,0.444444444444444,0.651042204766615,"CacheCreek",1,"Yes","10S","cool slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,453,"meters",453,25.8362419718542,327.968484144788,0.322101215710189,0.946705237567649,0.703870319293929,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","northwest","cool"
"46","CCC004","2022",0.648923503001856,0.603223062381853,0.51824883838818,"CacheCreek",1,"Yes","10S","cool slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,453,"meters",453,25.8362419718542,327.968484144788,0.322101215710189,0.946705237567649,0.703870319293929,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","northwest","cool"
"47","CCC005","2021",0.475424063116371,0,1,"CacheCreek",1,"Yes","10S","warm slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,541,"meters",541,30.4103418157994,266.068432981893,-0.567818912717884,0.823153498662236,0.982594433649342,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","west","warm"
"48","CCC005","2022",0.778714418305592,0.682501914233116,0.532922060180274,"CacheCreek",1,"Yes","10S","warm slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,541,"meters",541,30.4103418157994,266.068432981893,-0.567818912717884,0.823153498662236,0.982594433649342,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","west","warm"
"49","CCC006","2021",0.04895,0,1,"CacheCreek",1,"Yes","10S","warm slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,523,"meters",523,23.6361388795633,235.241123410201,-0.929284399374792,0.369365002509216,0.922606376091638,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","southwest","warm"
"50","CCC006","2022",0.0114210924618593,0.444444444444444,0.0250536430969703,"CacheCreek",1,"Yes","10S","warm slope",NA,1950,56,59,2.65,1,"chaparral and serotinous conifer",NA,699.521057128906,16.5500011444092,523,"meters",523,23.6361388795633,235.241123410201,-0.929284399374792,0.369365002509216,0.922606376091638,67,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",70,">10","southwest","warm"
"51","CCC007","2021",0.860548044469022,0.194082940589359,0.81597075817129,"CacheCreek",6,"Yes","10S","warm slope","sixteen_complex",2012,13,59,-77.17,-3,"chaparral and serotinous conifer",NA,626.387023925781,16.0400009155273,429,"meters",429,23.3542614715584,87.8634907820376,0.994893391445923,-0.100931361118477,0.551121454942731,68,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","east","cool"
"52","CCC007","2022",0.871736261664624,0.276834622780057,0.758974716729039,"CacheCreek",6,"Yes","10S","warm slope","sixteen_complex",2012,13,59,-77.17,-3,"chaparral and serotinous conifer",NA,626.387023925781,16.0400009155273,429,"meters",429,23.3542614715584,87.8634907820376,0.994893391445923,-0.100931361118477,0.551121454942731,68,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","east","cool"
"53","CCC008","2021",0.847415901075312,0.62875091074202,0.574065135654991,"CacheCreek",6,"yes","10S","warm slope","sixteen_complex",2012,13,12,4.42,1,"oak woodland",NA,626.387023925781,16.0400009155273,423,"meters",423,31.7897290512927,95.9632911240927,-0.144210602285031,0.98954701868511,0.519459371596819,69,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","east","cool"
"54","CCC008","2022",0.84952411574254,0.635353914415956,0.572117102205265,"CacheCreek",6,"yes","10S","warm slope","sixteen_complex",2012,13,12,4.42,1,"oak woodland",NA,626.387023925781,16.0400009155273,423,"meters",423,31.7897290512927,95.9632911240927,-0.144210602285031,0.98954701868511,0.519459371596819,69,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","east","cool"
"55","CCC009","2021",0.770481818181818,0.542527323615456,0.586806133830239,"CacheCreek",6,"yes","10S","warm slope","sixteen_complex",2012,11,12,-5.83,-1,"oak woodland",NA,626.387023925781,16.0400009155273,431,"meters",431,36.5492673733841,93.7352282542618,0.871496155780843,-0.490402335291353,0.468871564240668,69,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","east","cool"
"56","CCC009","2022",0.801374793168957,0.755252086113725,0.51481495266113,"CacheCreek",6,"yes","10S","warm slope","sixteen_complex",2012,11,12,-5.83,-1,"oak woodland",NA,626.387023925781,16.0400009155273,431,"meters",431,36.5492673733841,93.7352282542618,0.871496155780843,-0.490402335291353,0.468871564240668,69,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","east","cool"
"57","CCC010","2021",0.777671913138625,0.264556511309758,0.746162640450169,"CacheCreek",6,"yes","10S","cool slope","sixteen_complex",2012,13,59,-77.17,-3,"chaparral and serotinous conifer",NA,626.387023925781,16.0400009155273,374,"meters",374,37.268983509719,40.3976446760922,-0.90344413154837,0.428705844572724,0.298972650093717,69,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","northeast","cool"
"58","CCC010","2022",0.877560517920811,0.134141522812851,0.867410050180807,"CacheCreek",6,"yes","10S","cool slope","sixteen_complex",2012,13,59,-77.17,-3,"chaparral and serotinous conifer",NA,626.387023925781,16.0400009155273,374,"meters",374,37.268983509719,40.3976446760922,-0.90344413154837,0.428705844572724,0.298972650093717,69,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",8,"<10","northeast","cool"
